PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
1393,0,3,"Stone, Mr. Matthew",female,25.45977360551716,0,0,STON/O 124189,32.30121757137,,C
1394,0,3,"Reese, Mr. Ann",female,31.056972125991646,0,0,W.E.P. 368797,8.349007435194078,,S
1395,0,3,"Kennedy, Mrs. Alejandro",female,44.2990852885954,1,0,SOTON/O 383762,2.9705180602835766,G174,C
1396,1,2,"Flynn, Dr. Jon",male,42.75698345313527,1,0,80762,64.28201647197204,E167,S
1397,0,3,"Campbell, Mrs. Joshua",male,22.29869391401493,0,0,PC 592048,93.72424191506474,,S
1398,0,3,"Reynolds, Master. Michael",male,36.8044424320192,0,0,52197,83.0873174544617,D141,C
1399,0,2,"Jordan, Dr. Annette",female,14.210012553959416,1,0,A/5 909102,49.25879918547671,,S
1400,1,3,"Roberts, Mrs. Mariah",female,36.30579825841987,0,0,W.E.P. 486873,173.38487084207966,,S
1401,0,1,"Ramos, Mrs. Daniel",male,32.07893428121548,0,0,A/5 908739,0.07721518883419486,,Q
1402,0,3,"Collins, Dr. Susan",female,35.305711073088034,1,1,W.E.P. 154898,19.2494818428803,A7,S
1403,0,3,"Hernandez, Mrs. Ashley",male,25.835773434980744,1,0,43813,18.55435155708,D22,S
1404,1,2,"Gonzalez, Master. Nichole",male,59.176997831134855,0,2,33133,21.513994227267496,D170,S
1405,1,3,"Reeves, Mr. Holly",male,17.3818040933156,0,0,60110,80.46929667531322,,Q
1406,0,3,"Nelson, Master. Darius",female,43.60172395355846,0,0,CA 886862,21.654399655293044,,S
1407,1,1,"Gentry, Dr. Theresa",female,15.556223523243357,1,2,SC/Paris 895067,37.4418306329823,,S
1408,1,3,"Walker, Miss. William",female,37.060818444810494,0,0,CA 379742,47.588105070888695,,S
1409,0,3,"Williams, Dr. Jacqueline",female,38.06105968152496,0,0,68816,93.34028739311869,G60,S
1410,1,2,"Griffin, Mr. George",male,30.769662201871995,1,0,A/5 393112,47.83761575749014,,Q
1411,0,1,"Collins, Master. Anna",female,23.06545825238814,1,0,CA 814642,24.007263554528187,,Q
1412,0,2,"Roy, Mrs. Gregory",male,31.97588847043418,0,1,CA 777273,59.3299233703072,,S
1413,0,1,"Schroeder, Mrs. Christine",female,33.73814466802244,0,0,86901,36.23556420715463,D132,Q
1414,0,1,"Schwartz, Miss. Alyssa",female,55.059110808287954,3,0,PC 966509,37.58144239499329,,S
1415,0,2,"Huang, Master. Shawn",male,17.787236005795855,0,0,96426,20.409882160422843,,S
1416,1,2,"Edwards, Mrs. Paige",male,22.217211051603975,0,1,55023,0.08044058257687717,,S
1417,0,3,"Bush, Dr. Shelly",male,33.98629779897071,0,0,84280,21.990946110840035,,S
1418,0,2,"Swanson, Mrs. Frank",female,26.415246934466474,0,0,92884,18.028262878370846,,C
1419,0,3,"Johnson, Mr. Michael",male,28.599425471771596,0,0,93483,5.286864564256566,,S
1420,1,3,"Smith, Master. Phyllis",male,44.98492569509265,0,0,79493,11.072012507455826,,S
1421,0,3,"Jones, Mrs. Cody",female,0.42,0,0,59570,197.87738045558564,,S
1422,0,2,"Robinson, Mrs. Anthony",male,21.628709169750643,0,1,CA 895264,16.41249335592135,,S
1423,0,3,"Martinez, Mr. John",male,5.606830832482508,0,0,PC 525767,36.50695456018319,,S
1424,0,3,"Holland, Mrs. Daniel",male,13.258569883343014,1,0,30843,39.8512859966155,,S
1425,1,3,"Romero, Miss. Ian",male,63.664742889014576,1,0,CA 515713,41.052443219330684,,S
1426,1,2,"Reyes, Master. Pamela",female,38.374353875338585,1,0,24563,2.4242376344226475,,S
1427,0,1,"Bennett, Mrs. Angela",male,43.32190895081346,0,0,SC/Paris 988517,73.80267900601024,B191,C
1428,1,3,"Gonzalez, Dr. Marisa",male,28.87258490298996,2,1,88510,65.53060024169437,C150,S
1429,1,1,"Brown, Mrs. Rachel",male,40.62199354764674,0,0,62664,189.03249575876242,,S
1430,1,3,"Hernandez, Miss. Timothy",male,5.2680968947165105,1,1,65223,10.209420928093582,,Q
1431,0,1,"Long, Dr. Matthew",female,44.53617776477441,0,0,38489,40.34842553405994,D78,S
1432,0,3,"Curtis, Miss. Lauren",female,18.5221823401614,2,0,61907,81.43874027571118,A65,C
1433,0,3,"Hatfield, Mr. Alexis",male,22.561578529437217,1,1,STON/O 630722,6.639213328070845,,S
1434,1,3,"Bass, Dr. James",male,37.07211498636513,0,0,50758,77.93029361090845,E77,S
1435,0,3,"Fitzgerald, Dr. Stephanie",male,34.43025462015101,1,1,W.E.P. 152496,15.73302250664413,,S
1436,0,3,"Owens, Miss. Kelly",male,31.184680677509682,0,0,SC/Paris 156552,16.483993173416486,,C
1437,0,3,"Martin, Miss. Marvin",male,10.916653849875537,1,0,A/5 702079,145.56547100795717,E165,S
1438,1,3,"Weaver, Mr. Mark",female,31.397391363502987,1,0,13107,18.834633461303333,,Q
1439,0,3,"Brown, Dr. Joseph",male,43.447858948765194,0,0,A/5 862597,43.88204416288903,B198,Q
1440,1,3,"Stanton, Dr. Jessica",male,22.545180654602884,1,0,78678,28.999224851920125,E52,S
1441,1,2,"Gregory, Dr. Ralph",male,48.40911863476414,2,0,A/5 394532,4.069143824489584,,C
1442,0,3,"Mcfarland, Dr. Cameron",male,17.782312897203866,0,1,57162,150.27151860876933,,S
1443,1,1,"Hall, Mr. David",female,30.091670484057232,0,1,SC/Paris 559300,12.02244900841367,,S
1444,0,2,"Holland, Mrs. Christina",male,51.494588267272576,0,0,A/5 678021,15.577876947828187,D67,C
1445,1,3,"Haynes, Dr. Richard",male,20.460401222205466,0,0,42994,23.680229714070475,,C
1446,0,3,"Gardner, Master. Timothy",male,44.75579676727904,0,0,55344,34.51117236288032,,S
1447,1,3,"Frank, Mr. Melanie",female,57.645133071105334,1,2,STON/O 847953,7.7909369504328305,,C
1448,1,2,"Huerta, Mrs. Kathryn",male,32.3946169649381,1,0,PC 912003,49.704045349669336,,Q
1449,1,1,"Merritt, Miss. Catherine",female,22.621762176633702,0,0,48965,36.14965802972566,,S
1450,1,3,"Edwards, Mrs. Katie",male,19.181656758699667,1,0,66545,18.0492342723396,G153,S
1451,0,1,"Lewis, Miss. Michael",female,48.264437846862556,0,0,56738,58.988699016827425,,S
1452,0,3,"Lopez, Master. Mary",female,47.873718790755085,0,0,48482,36.08557850522113,B66,S
1453,1,1,"Barker, Mr. Robert",male,50.29032772016146,0,0,83275,91.84379485622645,A70,S
1454,0,2,"Lewis, Mrs. Danielle",female,29.54026309081674,2,0,CA 586588,96.69085675568081,,S
1455,0,3,"Chavez, Miss. Kimberly",female,44.52929718137947,0,0,75725,195.86860745894612,,S
1456,1,1,"Cook, Dr. William",male,29.316248524235018,0,0,79702,3.485500597939088,G42,S
1457,1,2,"Byrd, Master. Ralph",male,17.637228297482974,0,0,A/5 727954,25.974707727123942,A27,Q
1458,1,2,"Rivas, Master. Melissa",male,45.73847499157294,0,1,78139,34.80948763969972,E198,S
1459,0,3,"Donaldson, Mr. Mary",female,52.874183895894866,0,0,CA 914954,13.316246156879675,D175,S
1460,1,3,"King, Mr. Michael",female,15.711572381061522,0,0,PC 359859,127.57488574449489,,S
1461,0,1,"Larson, Mr. Steven",female,15.44796651939062,0,0,STON/O 126209,4.6128035736976845,,S
1462,1,1,"Johnson, Mr. John",female,30.559747079221744,0,0,A/5 138852,27.975073008982417,,C
1463,0,3,"Taylor, Dr. Jeffrey",female,43.385800480374,0,0,SC/Paris 590159,10.240060351239372,,S
1464,1,2,"Hanson, Master. Karen",male,14.126531287444651,2,1,A/5 316387,57.30702517782926,,S
1465,1,3,"Cunningham, Dr. Ashley",male,33.17822031738268,0,1,CA 429882,61.037696342301665,,Q
1466,0,1,"Frazier, Mr. Andrew",female,21.734022643163478,0,0,34727,102.98744228528145,E135,S
1467,1,1,"French, Mrs. Karen",male,39.81160739755003,0,0,15000,26.294472884254848,,S
1468,0,3,"Vincent, Miss. Shannon",male,18.829584499057532,0,0,STON/O 878430,74.60727829993074,,S
1469,1,1,"Garcia, Mrs. Elizabeth",female,40.80524200383851,1,0,47856,39.87880295386572,,S
1470,1,3,"Scott, Master. Brian",male,27.784992648552084,0,0,STON/O 179167,83.63776829997369,,S
1471,0,1,"Smith, Master. Caroline",male,16.880032668465404,1,0,36120,4.462274878725099,E165,C
1472,1,1,"Sutton, Dr. Aaron",male,30.891659375976438,0,0,92696,31.129557555313266,,S
1473,1,3,"Smith, Miss. David",female,2.868373597163064,1,0,CA 671698,8.158933370338458,,S
1474,0,2,"Fitzpatrick, Mr. Hannah",female,22.17267599053084,2,1,75596,78.11709830862131,,Q
1475,0,3,"Walker, Mr. Christina",male,34.723614984545264,0,0,69876,8.283334240091017,D188,S
1476,1,1,"Graham, Mrs. Jennifer",male,5.195433093553465,0,0,64758,0.40465154586893143,C39,C
1477,1,3,"Hampton, Miss. Julie",male,0.42,0,1,SC/Paris 611042,132.62396813882478,,S
1478,1,3,"Gregory, Dr. Mary",male,0.42,2,0,STON/O 382326,33.14043568860174,,C
1479,1,2,"Edwards, Mr. Brandon",male,48.57979977700518,1,0,48623,210.62563034941232,,C
1480,0,3,"Davis, Master. Jessica",male,28.925373821321788,0,0,CA 214077,30.16507102800428,,S
1481,1,3,"Smith, Mr. David",male,22.54548448389938,0,1,27134,44.67666253199987,C199,S
1482,0,2,"Evans, Miss. Zachary",male,43.23216629933562,0,0,SOTON/O 667491,68.16314092858164,,S
1483,0,3,"Yang, Master. Crystal",male,24.337704445432443,1,0,14642,16.480674265463648,,S
1484,0,3,"Olson, Dr. Luke",female,33.75846659813425,3,0,SC/Paris 739003,7.127534299975712,,S
1485,0,1,"Thompson, Mr. Reginald",female,30.360574912925678,1,1,CA 735419,54.10686444987714,C193,C
1486,0,2,"Garcia, Master. Gavin",female,23.40600810945831,1,0,SOTON/O 243384,35.737626197446495,,S
1487,0,2,"Marquez, Dr. Miguel",male,34.118042374447484,1,0,17734,87.66575052551809,,S
1488,1,2,"Gilbert, Miss. Danielle",male,40.82565709988202,2,0,33152,2.3057987582720942,C160,Q
1489,0,3,"Mccarthy, Dr. Deborah",female,27.41130736176217,0,0,STON/O 784811,39.34763642580199,,S
1490,0,3,"Moyer, Dr. Christopher",male,23.55222197583539,0,0,64470,10.274753710253913,B62,S
1491,0,3,"Gordon, Master. Joshua",female,25.204826288007656,0,0,66699,48.027473540527296,,S
1492,0,2,"Richmond, Mr. Mary",female,0.42,0,0,A/5 636369,71.44752067112094,,S
1493,0,2,"Boyd, Master. Joseph",female,33.96283365112477,0,0,PC 481860,15.259060791205858,,C
1494,0,3,"Walker, Mrs. Tiffany",female,13.072441954160283,2,0,PC 347005,32.868608311448064,,S
1495,0,3,"Arnold, Master. Julia",female,38.816062137664936,0,0,73159,27.253962410195832,,C
1496,1,3,"Morrison, Master. David",female,28.734062590545886,0,2,SOTON/O 454966,70.29849478129647,B102,S
1497,0,1,"Ramirez, Mr. Joshua",male,31.47169535142617,0,0,SOTON/O 680153,45.79801259984282,C53,S
1498,0,2,"Hall, Miss. Amanda",female,39.804608388486834,1,1,SC/Paris 850597,6.431877878582743,,S
1499,0,2,"Chavez, Mrs. Stephanie",male,17.028667271226915,1,1,67315,188.06844611156114,,S
1500,1,3,"Sutton, Mr. Henry",female,35.169478206913396,3,0,54056,121.71305852104976,,S
1501,0,2,"Nicholson, Mr. Scott",male,33.746694735877306,0,0,19934,43.222880705191855,,C
1502,0,3,"Medina, Dr. Eddie",male,27.413068343000894,0,1,21977,75.13622051136416,G24,S
1503,0,3,"Krueger, Mrs. Richard",female,17.005393189310468,0,1,50335,1.0086297890200895,,C
1504,0,2,"Barrera, Dr. Patrick",male,38.3333370967723,0,0,STON/O 709538,11.250503618637156,,S
1505,0,3,"Johnston, Dr. Edwin",female,39.848363621870426,1,1,87852,73.0213843182526,,S
1506,0,3,"Prince, Mr. Bonnie",male,31.59042836369038,0,0,SC/Paris 490059,5.612991599596082,,S
1507,0,3,"Robbins, Miss. Melinda",female,15.015766179994973,1,1,10367,2.183316220624802,B187,S
1508,0,1,"Johns, Mr. Steven",female,22.61571353904364,0,0,STON/O 225185,47.81865977540102,A141,S
1509,0,2,"Garcia, Master. Elizabeth",female,29.155341886119068,1,1,STON/O 239535,1.742089037097661,,S
1510,1,2,"Montoya, Miss. Kaylee",male,39.63892369974931,0,0,58308,10.112776673472602,A128,S
1511,1,1,"Spencer, Mrs. Lonnie",male,7.831148384416366,1,0,STON/O 878566,4.168097817350537,,S
1512,1,3,"White, Miss. Alicia",female,22.106751499738728,0,0,60439,38.20763038948165,,S
1513,1,3,"Combs, Mrs. Scott",male,24.362584160809167,1,0,SC/Paris 474612,56.49496984056929,,S
1514,0,2,"Chapman, Dr. Hannah",male,28.834897888357588,0,0,36967,10.124735327736621,B94,C
1515,0,3,"Gill, Mr. Cynthia",male,11.781446023652144,0,0,A/5 499518,31.626845274971654,,Q
1516,0,3,"Carr, Mr. Thomas",male,26.954541102773334,0,0,35280,1.0188643602070593,,S
1517,1,2,"Howe, Master. Paul",male,25.653230099623745,0,0,SC/Paris 884694,15.371139759752378,,Q
1518,1,1,"Craig, Mr. Thomas",male,15.473713799144807,0,0,70880,9.898427860523354,D143,S
1519,0,3,"Patrick, Miss. Christopher",male,28.348453821638422,0,0,W.E.P. 789132,9.073957121175408,,S
1520,1,3,"Giles, Master. Daniel",female,22.423632645002975,0,0,A/5 877659,12.745901598543286,G30,S
1521,0,3,"Wilson, Mr. Kristen",male,36.9382059951359,0,0,33472,81.82608581501883,,Q
1522,1,1,"Ruiz, Master. Shannon",female,17.605414145939257,1,0,62921,149.5378276985858,C55,S
1523,0,1,"Burns, Mr. Scott",male,31.257677709798372,0,0,PC 876788,61.21767006457062,,S
1524,0,1,"Singh, Mr. Jennifer",male,18.682556278790244,0,1,64361,3.7499454952341535,,S
1525,0,3,"Valenzuela, Dr. Tyrone",male,21.603440665776624,0,0,STON/O 944369,49.46509385808249,G119,S
1526,0,3,"Archer, Mr. Phillip",male,34.162082787875676,3,0,28969,66.23463287715414,,Q
1527,0,1,"Beck, Mr. Samantha",male,33.28604825979018,0,0,W.E.P. 968836,5.889951250167657,,S
1528,0,3,"Snyder, Miss. Michael",female,24.161689443902954,0,0,PC 861649,17.42986660796165,B44,C
1529,1,3,"Wells, Mrs. Megan",male,26.22825134334265,0,1,63972,27.964157822727316,,S
1530,0,3,"Barajas, Miss. Karen",female,9.649509768466665,2,0,23759,18.605674653433784,,S
1531,0,3,"Hobbs, Master. Zachary",male,49.6387003481298,0,0,PC 114131,36.52359723658743,,S
1532,0,1,"Brandt, Master. Jessica",male,39.624389570292394,0,0,34532,7.016016383167509,,Q
1533,1,3,"Hall, Mr. Deborah",male,39.120272712195494,1,0,85362,29.416787069336763,,S
1534,0,1,"Huffman, Mr. Jacob",female,7.669548962612986,0,0,A/5 245384,66.07783841792495,D115,S
1535,0,2,"Gomez, Dr. Jennifer",male,21.663140105149985,2,1,CA 540673,30.895793112206988,,S
1536,0,3,"Liu, Mr. Jennifer",female,25.316355595069282,0,1,SC/Paris 968553,11.813650184347365,E26,S
1537,0,3,"Franco, Miss. Mario",male,2.9651391115238255,1,0,A/5 376995,81.0028394438735,,S
1538,1,3,"Padilla, Miss. Meredith",male,42.459301345065214,1,0,13635,25.07641428693982,,S
1539,0,3,"Ross, Miss. Amanda",male,50.3543828396739,2,1,W.E.P. 878948,27.677297388002593,,C
1540,0,3,"Phillips, Miss. Jonathan",female,58.867089384050594,0,0,37630,22.1290364463165,,S
1541,1,3,"Gonzalez, Mrs. Regina",female,15.357626414751689,0,0,83020,17.105620010563268,,C
1542,0,1,"Walker, Miss. Michael",male,31.642528955679833,0,0,90835,46.05862304299727,E197,Q
1543,0,3,"Jones, Miss. Johnathan",female,48.5194557681059,1,1,15886,10.400882532062953,,S
1544,0,3,"Reed, Master. Kristie",male,26.449341294742645,0,0,A/5 559886,73.31662042485979,,S
1545,1,3,"Reyes, Master. Jodi",female,22.062169206202512,0,1,A/5 345649,32.86000408732497,,S
1546,0,2,"Smith, Master. Alexander",female,3.875752570377127,2,1,STON/O 161420,107.53076659950189,,S
1547,1,3,"Johnson, Mr. John",female,45.85671440880449,0,0,SOTON/O 663804,139.75467906558842,,S
1548,0,3,"Soto, Master. Alexander",female,29.730349414972892,1,0,A/5 355561,24.142123134141578,,S
1549,0,3,"Jones, Mr. John",male,19.789213974517125,1,0,SOTON/O 386033,8.647671457397257,,C
1550,1,3,"Welch, Master. John",female,33.97400205760404,0,1,33716,35.186151859907504,,S
1551,1,1,"Moody, Miss. Nicholas",male,32.14207522450131,0,0,90859,15.766490386011276,,S
1552,0,3,"Roberts, Master. Michael",male,32.35562743296428,0,0,35315,27.80186838445871,,S
1553,1,3,"Steele, Dr. Michele",male,26.960627127426548,0,1,63657,23.695994167906353,D140,S
1554,1,3,"Smith, Mr. Sarah",male,52.71301422268712,0,0,W.E.P. 470475,29.93479106628279,A199,S
1555,0,3,"Johnson, Miss. Jeffrey",male,28.12876373432609,0,1,72013,34.514123640357845,,S
1556,0,3,"Robles, Miss. Todd",male,52.670509068526265,0,1,SC/Paris 824535,49.3663684304198,D190,S
1557,0,3,"Allen, Miss. Rodney",male,37.89763696960277,0,1,34081,0.19106306674538462,,Q
1558,0,3,"Molina, Master. Curtis",male,34.916381998664235,3,1,PC 748459,14.813971191082837,,S
1559,1,1,"Collier, Mr. Joanna",female,28.414153454105826,2,0,66668,9.331795204744067,,S
1560,1,3,"Best, Miss. Hannah",male,43.635393709642884,0,0,W.E.P. 218904,61.970787454156486,,S
1561,0,2,"Owens, Miss. Andre",female,31.581884746091934,0,0,55639,89.28703430350834,,Q
1562,0,2,"Carr, Master. Tanner",male,16.950162988410554,0,1,13869,64.6869363084848,,S
1563,1,3,"Kennedy, Miss. Cynthia",male,16.483109326027503,1,0,37048,183.77607832876868,,S
1564,0,2,"Hernandez, Miss. Ellen",male,35.91478470707981,0,0,PC 754089,4.019712994738411,E14,C
1565,1,3,"Johnston, Mrs. Jessica",male,17.296695607669058,0,0,CA 627208,31.251463387564023,,S
1566,0,2,"Green, Master. Danielle",male,29.128765202385008,0,0,94271,114.81537750782923,,Q
1567,1,1,"Clark, Mrs. Trevor",male,44.80058353971528,1,0,34107,19.216136930941186,,S
1568,0,3,"Browning, Mrs. Jennifer",male,34.25558249052067,0,0,STON/O 537679,81.05455428456358,,S
1569,1,1,"Barton, Master. Carl",male,19.890111815397532,0,1,56162,41.2472233188959,,S
1570,0,3,"Steele, Miss. David",female,49.739825162625955,1,0,CA 492826,192.11708820154504,E101,C
1571,0,2,"Davidson, Miss. Jeffrey",male,37.67025331792582,1,0,CA 776207,23.18294615628698,,S
1572,0,2,"Morales, Mr. Kevin",male,44.24910182085725,0,0,STON/O 117588,26.992751294561838,,C
1573,1,1,"Bradley, Mr. Jennifer",female,0.42,0,1,29676,8.94476162489697,F48,C
1574,1,2,"Richardson, Master. Daniel",male,34.63194029567845,0,0,CA 821814,8.696253222680681,,S
1575,0,3,"Diaz, Dr. Keith",female,41.7902097093185,0,0,24224,98.66489357580456,,S
1576,0,1,"Clark, Mrs. Luke",male,53.80404099217189,0,0,STON/O 279083,26.15293432123547,,S
1577,0,3,"West, Master. Timothy",male,9.506539821885418,1,0,62689,48.44049323002188,,S
1578,1,3,"Williams, Miss. Steven",male,46.88560424872346,1,1,86624,69.76720851440358,,S
1579,0,3,"Smith, Mrs. Katherine",male,53.021323999817426,0,0,STON/O 899748,28.83431635957952,,C
1580,0,3,"Harper, Mr. Peggy",male,1.757954318094292,1,1,SOTON/O 458041,153.72145510868015,,Q
1581,0,1,"Khan, Mrs. Jessica",female,36.7002755381764,0,1,CA 624755,139.17130472497126,B99,S
1582,0,2,"Grimes, Mr. Derrick",male,38.646691400769825,1,0,90474,56.99020237531129,,Q
1583,0,3,"Maxwell, Master. James",male,25.421892722873313,0,0,82289,267.03842306122476,C22,Q
1584,0,3,"Wheeler, Mr. Kyle",male,23.138677559071944,1,1,CA 394004,0.13260054097745116,,S
1585,1,3,"Fuentes, Master. Olivia",male,39.349954786029514,0,0,PC 630464,0.46478878162403964,,S
1586,0,3,"Martinez, Master. Annette",male,21.390255452251154,1,0,STON/O 286990,3.4961731852537015,,Q
1587,1,2,"Hoffman, Miss. Erik",male,26.958509402146632,0,2,SC/Paris 505522,143.69328254913512,,S
1588,0,1,"Riggs, Dr. Gregory",female,41.3740886115349,0,0,PC 701804,46.422536292121144,G140,S
1589,0,3,"Lee, Dr. Michael",male,54.5566027045761,0,1,26013,131.36204540971582,,C
1590,1,3,"Smith, Dr. Eric",male,37.53177981558825,0,0,79624,6.796609174183501,,S
1591,1,3,"Andrade, Master. Christopher",male,31.86878293580316,1,0,A/5 533998,1.6250577164943996,,S
1592,1,3,"Rose, Master. Laurie",male,22.770435214749213,0,2,21865,39.18448496002389,,S
1593,0,2,"Holmes, Miss. David",male,15.851599430885212,1,0,99769,9.631892345820996,,S
1594,0,2,"Johnson, Miss. Antonio",male,45.53409538101329,1,0,88807,98.24634864731526,,C
1595,1,3,"Taylor, Mr. Christopher",female,27.851702084223614,1,1,49750,27.271663499775794,,C
1596,0,3,"Johnson, Mr. Jason",female,46.1098458453342,0,1,76769,73.58319317044126,,C
1597,0,3,"Harrington, Master. James",female,25.386273708063534,1,0,SOTON/O 595935,36.32887336149254,E87,S
1598,0,1,"Watson, Dr. Heidi",female,20.909958740945843,1,0,71599,37.609887898551136,B109,S
1599,0,1,"Weaver, Mrs. Raymond",female,35.891184443585225,1,0,SC/Paris 289077,57.26083097377014,,S
1600,1,3,"Harris, Miss. Miguel",female,28.928496850242396,2,0,70358,20.432395267959603,,S
1601,0,2,"Harvey, Mrs. Richard",female,13.122599535449673,0,0,84772,148.64700134428537,,C
1602,0,3,"Thompson, Mrs. Rachel",female,55.44315661694587,1,0,SC/Paris 695765,25.575468401215073,G191,S
1603,0,3,"Hull, Master. Brandon",female,21.222227167197076,0,0,47134,25.37841202574646,,S
1604,0,3,"Blair, Mr. Matthew",male,42.98628129643899,1,0,STON/O 799080,61.45124023833644,C122,S
1605,0,2,"Beck, Dr. Michaela",male,41.78599281155074,0,0,CA 783128,50.564678394169036,,S
1606,0,3,"Warren, Mrs. Robert",female,12.367521291199004,1,0,SOTON/O 857440,273.4151241562672,,S
1607,0,2,"Brown, Miss. Melissa",male,15.966572975369216,1,0,SC/Paris 392592,94.93299502086573,,S
1608,1,1,"Gutierrez, Miss. Kaitlyn",female,25.778869244198212,0,0,90067,16.745028642013445,,C
1609,0,1,"Ortiz, Miss. Eric",male,17.880948375903568,0,0,10369,5.354356535134147,E54,S
1610,0,2,"Smith, Mrs. Curtis",male,54.170389206301635,2,1,W.E.P. 951575,5.6375646896698735,,S
1611,1,3,"Patel, Mr. Jean",female,27.197541084820838,0,0,A/5 995904,22.44019890572708,A95,S
1612,1,1,"Gordon, Dr. Jacob",female,42.45648659939695,0,0,34439,32.42647546810906,A157,S
1613,0,1,"Richardson, Mrs. Thomas",male,37.190923446002856,1,1,91900,50.68471765259548,,S
1614,0,3,"Kennedy, Mr. Michael",female,33.696314285948944,0,0,SOTON/O 486785,97.50003758561547,,C
1615,0,1,"Reynolds, Dr. Steven",female,30.56449695035423,2,0,A/5 973784,228.01214582810854,B119,S
1616,1,3,"Phillips, Dr. Andrew",male,47.31982990904176,3,0,W.E.P. 299188,26.272941651802217,,C
1617,1,2,"King, Dr. Eric",male,18.448698373309767,0,0,SC/Paris 268827,39.436711028825364,A97,S
1618,1,1,"Mitchell, Dr. Eric",male,54.16869434639221,1,0,SC/Paris 765872,45.908039007453304,,S
1619,0,3,"Evans, Dr. Brad",male,11.978875472942669,0,0,CA 748709,40.885855780965564,C68,C
1620,1,1,"Mcgrath, Mr. Christopher",male,40.94116415871393,0,0,61089,4.7327394188270215,,S
1621,0,3,"Logan, Dr. Jasmine",male,10.327705960843044,1,0,W.E.P. 105483,6.110679376461595,,S
1622,0,2,"Schultz, Mrs. Tina",male,25.580122268822564,1,0,STON/O 573640,109.80123261157424,,C
1623,0,1,"Coffey, Mr. Charles",female,31.306339132853537,1,1,A/5 404087,56.28643220995125,E92,C
1624,1,1,"Grant, Dr. Cameron",male,23.186265116386807,0,0,STON/O 527407,56.77851150863277,,S
1625,0,1,"Jones, Mr. Adam",male,27.456626025363526,0,0,26426,84.31102142522957,D145,C
1626,1,1,"Howard, Mr. Angela",male,10.582413728968891,1,0,37846,4.394676289627085,,S
1627,0,3,"Peterson, Miss. Jason",female,16.17569343787028,0,1,28768,26.84820970299087,E81,S
1628,0,3,"Elliott, Mr. Juan",female,36.975705900742355,1,0,79296,14.162888676572411,,S
1629,0,2,"Moyer, Miss. Shane",male,30.41540554968423,1,0,STON/O 460097,54.059246347002585,,C
1630,0,2,"Wade, Master. Amanda",female,20.3326076384989,1,0,PC 920346,12.09943140558466,,S
1631,1,3,"Mendez, Miss. George",female,48.5398886838154,1,1,SOTON/O 395676,58.90305097520535,E111,S
1632,0,3,"Rivera, Master. Marc",female,12.920967400136977,0,1,48591,24.54301860484739,C133,S
1633,1,3,"Johnson, Master. Robert",female,24.937733477903123,0,0,PC 820263,28.937875964923293,F79,S
1634,1,3,"Hernandez, Master. Vincent",male,22.920812105501398,0,1,45217,85.19094532979184,,S
1635,1,2,"Arnold, Miss. Jose",male,38.610526788654624,1,0,PC 749541,21.398346117197732,,S
1636,0,2,"Fernandez, Mr. Andrea",male,30.67429167592072,0,0,SC/Paris 882951,14.82599739076228,,S
1637,0,3,"Ibarra, Dr. Cory",male,28.485686548515645,0,0,PC 511116,94.94433501869804,,S
1638,0,3,"Marshall, Master. Christopher",male,4.180966145858655,1,0,27424,57.82251958658031,,S
1639,1,3,"Fowler, Dr. Craig",female,42.1104827288493,0,0,40638,25.86697121961151,,S
1640,1,2,"Orozco, Mr. Kim",male,26.95043859235568,2,0,74791,34.513657802748995,,S
1641,0,3,"Robinson, Master. Lauren",female,31.61925424654588,0,0,67562,21.374652747344054,D68,S
1642,1,3,"Perez, Master. Anna",male,19.520114918685717,0,0,W.E.P. 571181,40.05989765529435,,S
1643,0,2,"Shields, Master. Vincent",male,17.318397320560983,0,1,19023,7.465377289160798,,C
1644,1,3,"Wilcox, Master. Michael",male,50.99002861865962,0,1,27948,109.66057676887343,B145,Q
1645,0,2,"Anderson, Miss. Douglas",male,5.174659904326223,0,0,A/5 935402,40.37720100757586,B141,S
1646,1,1,"Forbes, Miss. Felicia",female,15.241213611041196,2,0,A/5 910383,24.328520325082863,,C
1647,0,2,"Smith, Mrs. Scott",female,50.72689013736712,0,0,28053,42.384160243300826,,S
1648,1,2,"Brady, Dr. Kyle",male,38.97044933398115,1,0,33961,8.788710985148308,,C
1649,1,1,"Brady, Dr. Jeffrey",female,25.443524555606125,0,0,80326,4.086150220188411,C42,S
1650,1,3,"Evans, Mrs. Jason",female,47.452348400041146,0,0,A/5 548649,39.71761006631267,E182,C
1651,0,2,"Sanchez, Miss. Lindsay",male,36.25604162954412,0,0,SC/Paris 797642,3.6552467197168292,,C
1652,0,3,"Dickerson, Mrs. James",female,33.257241287641875,0,1,PC 653681,54.06848837691215,,S
1653,0,1,"Thomas, Master. Mary",female,33.157868239433846,0,1,A/5 823477,80.532315092029,,S
1654,0,1,"Taylor, Miss. Scott",male,36.51333504100291,0,0,SC/Paris 924878,222.69714501660417,C59,C
1655,0,3,"Ward, Master. Carol",female,37.079695018164344,0,0,CA 520248,73.31969135351241,,C
1656,1,3,"Jefferson, Mrs. Thomas",male,60.7436227405434,0,0,19516,182.7242987011686,,C
1657,0,3,"Gonzalez, Dr. Joseph",male,27.27150063658259,5,0,22331,1.1216318311329732,,S
